director,title,year,imdbid,imdbrating,imdbvotes,movieid,plot,poster,released,runtime,tmdb
Mark Waters,Freaky Friday,2003,0322330,6.1,93192,6593,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",http://ia.media-imdb.com/images/M/MV5BNDE0NTQwODM5M15BMl5BanBnXkFtZTYwNzQ2Nzk5._V1_SX300.jpg,2003-08-06,97,10330
Mark Waters,Ghosts of Girlfriends Past,2009,0821640,5.7,65642,69606,"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends.",http://ia.media-imdb.com/images/M/MV5BMTA0Njk2NTIyMTVeQTJeQWpwZ15BbWU3MDU0MzUyMzI@._V1_SX300.jpg,2009-05-01,100,12556
Mark Waters,Head Over Heels,2001,0192111,5.3,11476,4141,A young woman is attracted to a man despite her thinking she's seen him kill someone.,http://ia.media-imdb.com/images/M/MV5BMjA1Nzg4NTc3Ml5BMl5BanBnXkFtZTcwNzA1NDcxMQ@@._V1_SX300.jpg,2001-02-02,86,24940
Mark Waters,"House of Yes, The",1997,0119324,6.7,6595,1648,A mentally unbalanced young woman (who thinks she's Jackie Kennedy) flips into a murderous rage when her brother returns home to reveal he's engaged.,http://ia.media-imdb.com/images/M/MV5BMjI5MjMxNzYxOF5BMl5BanBnXkFtZTgwNDQ4MzMzNzE@._V1_SX300.jpg,1997-10-10,85,33344
Mark Waters,Just Like Heaven,2005,0425123,6.7,80627,36525,A lonely landscape architect falls for the spirit of the beautiful woman who used to live in his new apartment.,http://ia.media-imdb.com/images/M/MV5BMTk0Njk2OTY2N15BMl5BanBnXkFtZTcwNTAxNjAzMQ@@._V1_SX300.jpg,2005-09-16,95,9007
Mark Waters,Mean Girls,2004,0377092,7,235958,7451,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",http://ia.media-imdb.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_SX300.jpg,2004-04-30,97,10625
Mark Waters,Mr. Popper's Penguins,2011,1396218,6,65010,87483,"The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel.",http://ia.media-imdb.com/images/M/MV5BMTcwMDI4NjEyOF5BMl5BanBnXkFtZTcwNzg5MzEwNQ@@._V1_SX300.jpg,2011-06-17,94,58224
Mark Waters,"Spiderwick Chronicles, The",2008,0416236,6.6,66919,58105,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",http://ia.media-imdb.com/images/M/MV5BMTMzMDcyMzM2Ml5BMl5BanBnXkFtZTYwNzg1Nzc4._V1_SX300.jpg,2008-02-14,96,8204
Rod Hardy,December Boys,2007,0465436,6.6,10159,55110,"One summer, four orphans boys who have grown to be the closest of friends find themselves competing for the attention of the same family.",http://ia.media-imdb.com/images/M/MV5BMTkwMzg4NTg0Ml5BMl5BanBnXkFtZTcwMjg3OTA1MQ@@._V1_SX300.jpg,2007-09-20,105,4629
Tom Dey,Failure to Launch,2006,0427229,5.6,56488,44004,A thirtysomething slacker suspects his parents of setting him up with his dream girl so he'll finally vacate their home.,http://ia.media-imdb.com/images/M/MV5BMTg0OTc2MDQ3NV5BMl5BanBnXkFtZTcwNDUwMjEzMw@@._V1_SX300.jpg,2006-03-10,97,6877
Tom Dey,Shanghai Noon,2000,0184894,6.6,93227,3624,"A Chinese man who travels to the Wild West to rescue a kidnapped princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss.",http://ia.media-imdb.com/images/M/MV5BMTI0MjE2MzUwOV5BMl5BanBnXkFtZTYwMTk5NjU3._V1_SX300.jpg,2000-05-26,110,8584
Tom Dey,Showtime,2002,0284490,5.5,51470,5220,A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based T.V. cop show.,http://ia.media-imdb.com/images/M/MV5BMjkwNTc3MDQ2MV5BMl5BanBnXkFtZTcwNTcxODAyMQ@@._V1_SX300.jpg,2002-03-15,95,5851
Augusto Caminito,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),1988,0091651,5.4,566,1349,"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",http://ia.media-imdb.com/images/M/MV5BMTUyNjI3MjU1M15BMl5BanBnXkFtZTcwNDg5ODc5Mg@@._V1_SX300.jpg,1988-09-08,97,28198
Thor Freudenthal,Diary of a Wimpy Kid,2010,1196141,6.2,30866,77206,"The adventures of a teenager who is fresh out and in Middle School, where he has to learn the consequences and responsibility to survive the year.",http://ia.media-imdb.com/images/M/MV5BMTg3NzQ2NDgyNF5BMl5BanBnXkFtZTcwMDc1NzIyMw@@._V1_SX300.jpg,2010-03-19,94,33217
Thor Freudenthal,Percy Jackson: Sea of Monsters,2013,1854564,5.9,83441,104074,"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters to find the mythical Golden Fleece while trying to stop an ancient evil from rising.",http://ia.media-imdb.com/images/M/MV5BMTUwODUyODI0Nl5BMl5BanBnXkFtZTcwNzAxODY2OQ@@._V1_SX300.jpg,2013-08-07,106,76285
Tony Gilroy,"Bourne Legacy, The",2012,1194173,6.7,220650,91535,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",http://ia.media-imdb.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_SX300.jpg,2012-08-10,135,49040
Tony Gilroy,Duplicity,2009,1135487,6.2,41198,67193,"Two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. However, they distract each other in more ways than one.",http://ia.media-imdb.com/images/M/MV5BMjE2MTg2MzU2NF5BMl5BanBnXkFtZTcwMTMyNjkxMg@@._V1_SX300.jpg,2009-03-20,125,16558
Tony Gilroy,Michael Clayton,2007,0465538,7.3,130981,55276,A law firm brings in its fixer to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,http://ia.media-imdb.com/images/M/MV5BMTc0NTU5MjI2MV5BMl5BanBnXkFtZTcwMTg5NTQzMw@@._V1_SX300.jpg,2007-10-12,119,4566
Gary Preisler,National Lampoon's Lady Killers (National Lampoon's Gold Diggers),2003,0376717,2.9,2199,32666,"A pair of losers marry two elderly sisters, thinking they'll inherit their fortune and Beverly Hills estate.",http://ia.media-imdb.com/images/M/MV5BMTc4NjAwNDY2M15BMl5BanBnXkFtZTcwOTQ5NzYyMQ@@._V1_SX300.jpg,2004-09-17,90,44181
Errol Morris,"Brief History of Time, A",1991,0103882,7.4,3665,6780,"A film about the life and work of the cosmologist, Stephen Hawking, who despite his near total paralysis, is one of the great minds of all time.",http://ia.media-imdb.com/images/M/MV5BMTQyOTA3MDgwNl5BMl5BanBnXkFtZTgwNjgxNTkwMzE@._V1_SX300.jpg,1992-10-16,80,1358
Errol Morris,"Fast, Cheap & Out of Control",1997,0119107,7.3,3131,1649,"What do an elderly topiary gardener, a retired lion tamer, a man fascinated by mole rats, and a cutting-edge robotics designer have in common? Both nothing and everything in this ...",http://ia.media-imdb.com/images/M/MV5BMjEyMTQ4OTg3NF5BMl5BanBnXkFtZTcwNzE3NDIyMQ@@._V1_SX300.jpg,1997-10-03,80,25099
Errol Morris,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",2003,0317910,8.2,18843,7156,"The story of America as seen through the eyes of the former Secretary of Defense under President John F. Kennedy and President Lyndon Johnson, Robert McNamara.",http://ia.media-imdb.com/images/M/MV5BMTc3MTA4NDgzNl5BMl5BanBnXkFtZTcwOTAxNTQyMQ@@._V1_SX300.jpg,2004-03-05,95,12698
Errol Morris,Gates of Heaven,1978,0077598,7.5,3980,26400,"A documentary about a pet cemetery in California, and the people who have pets buried there.",http://ia.media-imdb.com/images/M/MV5BMTk0NjQwODU0Nl5BMl5BanBnXkFtZTgwMjI2MjkwMzE@._V1_SX300.jpg,1978-10-01,85,24998
Errol Morris,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,0192335,7.5,4624,3182,A cinematic portrait of the life and career of the infamous American execution device designer and holocaust denier.,http://ia.media-imdb.com/images/M/MV5BMjE0ODU4OTE2OV5BMl5BanBnXkFtZTcwMDkxNzUyMQ@@._V1_SX300.jpg,2000-01-14,91,28216
Errol Morris,"Thin Blue Line, The",1988,0096257,8.1,14412,1189,"A film that successfully argued that a man was wrongly convicted for murder by a corrupt justice system in Dallas County, Texas.",http://ia.media-imdb.com/images/M/MV5BMTQyMzg4OTkxMF5BMl5BanBnXkFtZTgwOTEwNjkwMzE@._V1_SX300.jpg,1988-08-25,103,14285
Errol Morris,"Vernon, Florida",1981,0083281,7.2,2120,5914,"Early Errol Morris documentary intersplices random chatter he captured on film of the genuinely eccentric residents of Vernon, Florida. A few examples? The preacher giving a sermon on the ...",http://ia.media-imdb.com/images/M/MV5BMTUxMzQwNDQ1OF5BMl5BanBnXkFtZTcwODE5OTgyMQ@@._V1_SX300.jpg,1981-10-08,55,30142
Ariel Kleiman,Partisan,2015,3155242,6,2128,133365,"Alexander, a boy who has been raised in a sequestered commune, finds that his increasing unwillingness to fall in line puts him on a collision course with Gregori, the society's charismatic and domineering leader.",http://ia.media-imdb.com/images/M/MV5BODUwMDI4NDgyOF5BMl5BanBnXkFtZTgwODIyNDU3NjE@._V1_SX300.jpg,2015-10-02,94,306482
Nick Park,Creature Comforts,1989,0099317,7.8,4872,3429,A humourous and thought provoking view of what animals in zoos might be thinking about their captivity and surroundings.,http://ia.media-imdb.com/images/M/MV5BMTMxMzMwMDQ2N15BMl5BanBnXkFtZTcwMTM0MzcyMQ@@._V1_SX300.jpg,1989-07-15,5,54825
Nick Park,"Grand Day Out with Wallace and Gromit, A",1989,0104361,7.8,22340,1223,"Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese.",http://ia.media-imdb.com/images/M/MV5BMTg2ODgyNDY1Ml5BMl5BanBnXkFtZTcwMDY3ODMyMQ@@._V1_SX300.jpg,1990-05-18,23,530
Nick Park,Wallace & Gromit in The Curse of the Were-Rabbit,2005,0312004,7.5,94953,38038,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.",http://ia.media-imdb.com/images/M/MV5BMTk1NzIwNTM1NV5BMl5BanBnXkFtZTcwMDA1NzkyMw@@._V1_SX300.jpg,2005-10-07,85,533
Nick Park,Wallace & Gromit: A Close Shave,1995,0112691,8.3,29489,745,"Wallace falls for Wendolene, a wool shop owner, while Gromit is framed for the sheep rustling.",http://ia.media-imdb.com/images/M/MV5BMTQyMzY5NjQ1NF5BMl5BanBnXkFtZTcwNTk5MTMyMQ@@._V1_SX300.jpg,1995-12-29,30,532
Nick Park,Wallace & Gromit: The Wrong Trousers,1993,0108598,8.4,39875,1148,Wallace is used by a criminal penguin in a robbery involving mechanical trousers.,http://ia.media-imdb.com/images/M/MV5BMTgxNjQxNzM0OV5BMl5BanBnXkFtZTcwMTQyNzAyMQ@@._V1_SX300.jpg,1993-12-17,30,531
Nick Park,Wallace and Gromit in 'A Matter of Loaf and Death',2008,1118511,7.7,9549,64285,"Wallace and his dog, Gromit, open a bakery and get tied up with a murder mystery. But, when Wallace falls in love Gromit is left to solve the case.",http://ia.media-imdb.com/images/M/MV5BMjc4MDIwMTk0OV5BMl5BanBnXkFtZTcwNjg5Mzg2Mg@@._V1_SX300.jpg,2008-12-25,30,14447
Terence Young,Dr. No,1962,0055928,7.3,113525,2949,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,http://ia.media-imdb.com/images/M/MV5BOTU3NzExMTQ4N15BMl5BanBnXkFtZTcwMjkzNzQzNA@@._V1_SX300.jpg,1963-05-08,110,646
Terence Young,From Russia with Love,1963,0057076,7.5,86440,2948,James Bond willingly falls into an assassination ploy involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by SPECTRE.,http://ia.media-imdb.com/images/M/MV5BMTQxNTIzMTExN15BMl5BanBnXkFtZTcwODI4MDgzNA@@._V1_SX300.jpg,1964-05-27,115,657
Terence Young,Thunderball,1965,0059800,7,79830,2993,James Bond heads to The Bahamas to recover two nuclear warheads stolen by SPECTRE agent Emilio Largo in an international extortion scheme.,http://ia.media-imdb.com/images/M/MV5BMTY1Mjc2MTYxNV5BMl5BanBnXkFtZTcwNzUzMzY3NA@@._V1_SX300.jpg,1965-12-22,130,660
Terence Young,"Valachi Papers,The",1972,0068341,6.6,1896,7922,"When Joe Valachi (Charles Bronson) has a price put on his head by Don Vito Genovese (Lino Ventura), he must take desperate steps to protect himself while in prison. An unsuccessful attempt ...",http://ia.media-imdb.com/images/M/MV5BMTI4NDQ5NjIwMV5BMl5BanBnXkFtZTcwMDA2NDYyMQ@@._V1_SX300.jpg,1972-01-06,125,33357
Terence Young,Wait Until Dark,1967,0062467,7.9,19769,6639,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin stuffed doll they believe is in her apartment.,http://ia.media-imdb.com/images/M/MV5BMTQyNTAzOTI3NF5BMl5BanBnXkFtZTcwNTM0Mjg0Mg@@._V1_SX300.jpg,1967-10-26,108,11206
Douglas McGrath,Emma,1996,0116191,6.8,26809,838,In rural 1800s England things go bad for a young matchmaker after she finds a man for another woman.,http://ia.media-imdb.com/images/M/MV5BMTM0OTY2ODYxNF5BMl5BanBnXkFtZTcwMzEwMTMzMQ@@._V1_SX300.jpg,1996-08-30,120,3573
Douglas McGrath,I Don't Know How She Does It,2011,1742650,4.8,16007,89388,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",http://ia.media-imdb.com/images/M/MV5BMzUyNDY1Mzk0NV5BMl5BanBnXkFtZTcwNDQwODg2Ng@@._V1_SX300.jpg,2011-09-16,89,70868
Douglas McGrath,Nicholas Nickleby,2002,0309912,7.2,9228,5994,"A young, compassionate man struggles to save his family and friends from the abusive exploitation of his cold-heartedly grasping uncle.",http://ia.media-imdb.com/images/M/MV5BMTY0MTMwNDY3OF5BMl5BanBnXkFtZTYwODUzMDM3._V1_SX300.jpg,2003-06-27,132,29339
Nicolas Philibert,To Be and to Have (Être et avoir),2002,0318202,7.9,6532,6772,"A documentary portrait of a one-room school in rural France, where the students (ranging in age from 4 to 11) are educated by a single dedicated teacher.",http://ia.media-imdb.com/images/M/MV5BMTc5MDA2MTI1MF5BMl5BanBnXkFtZTcwNTc1NjYyMQ@@._V1_SX300.jpg,2002-08-28,104,5168
Hironobu Sakaguchi,Final Fantasy: The Spirits Within,2001,0173840,6.4,70971,4446,A scientist makes a last stand on Earth with the help of a ragtag team of soldiers against an invasion of alien phantoms.,http://ia.media-imdb.com/images/M/MV5BMTkwODY0MzY5M15BMl5BanBnXkFtZTYwOTY5Mjg5._V1_SX300.jpg,2001-07-11,106,2114
Bruce Paltrow,Duets,2000,0134630,6,8054,3901,"A professional karaoke hustler reconnects with his daughter and a bored suburban businessman turns outlaw karaoke singer, among other plotlines.",http://ia.media-imdb.com/images/M/MV5BMTcwNTIxMjg5OV5BMl5BanBnXkFtZTcwNjIxODgyMQ@@._V1_SX300.jpg,2000-09-15,112,18074
Charles A. Nichols,Charlotte's Web,1973,0070016,6.9,12961,2137,A gentle and wise grey spider with a flair for promotion pledges to save a young pig from slaughter for dinner food.,http://ia.media-imdb.com/images/M/MV5BMTY3NjExNDExNF5BMl5BanBnXkFtZTYwOTI0NjU5._V1_SX300.jpg,1973-03-01,94,15171
Benny Chan,New Police Story (Xin jing cha gu shi),2004,0386005,7,18355,36931,"A hero cop accidentally leads his team into a trap from which he is the only survivor. Drowning his guilt in booze, he is eventually assigned a new younger partner who turns out to have his own secrets.",http://ia.media-imdb.com/images/M/MV5BMTg0OTIwNDQ0OV5BMl5BanBnXkFtZTcwMTYzNzcyMQ@@._V1_SX300.jpg,2004-09-24,123,11636
Tom DeCerchio,Celtic Pride,1996,0115851,5.2,8288,710,Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.,http://ia.media-imdb.com/images/M/MV5BMTc4MjMxNTM5Ml5BMl5BanBnXkFtZTYwOTE3NDM5._V1_SX300.jpg,1996-04-19,91,23449
Mike Hodges,Croupier,1998,0159382,7.2,15426,3783,"An aspiring writer is hired as a croupier at a casino, where he realizes that his life as a croupier would make a great novel.",http://ia.media-imdb.com/images/M/MV5BMTk3MzAyOTUxNl5BMl5BanBnXkFtZTcwMDYxNTEzMQ@@._V1_SX300.jpg,2000-07-28,94,12706
Mike Hodges,Flash Gordon,1980,0080745,6.4,36464,4941,A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,http://ia.media-imdb.com/images/M/MV5BMjE1OTU3ODAwMl5BMl5BanBnXkFtZTcwMzQ2NjczNA@@._V1_SX300.jpg,1980-12-05,111,3604
Mike Hodges,Get Carter,1971,0067128,7.5,21404,3947,"When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate.",http://ia.media-imdb.com/images/M/MV5BMTk2MDA2NzY2MV5BMl5BanBnXkFtZTcwNjMwNTAzMQ@@._V1_SX300.jpg,1971-03-18,112,1485
Mike Hodges,I'll Sleep When I'm Dead,2003,0319531,5.9,7464,8527,Will Graham is a gangster who has left the life of crime and is living in the countryside. He comes out of hiding to investigate the death of his brother when he learns that he committed ...,http://ia.media-imdb.com/images/M/MV5BMTk2MTU3MDA4OV5BMl5BanBnXkFtZTcwNzE2MjYyMQ@@._V1_SX300.jpg,2004-04-30,103,3515
Mike Hodges,Morons From Outer Space,1985,0089622,4.5,1376,4952,"The story begins when three aliens get a bit hacked off at their 'friend' Bernard, who keeps making a prat of himself playing space ball. It is while he is playing space ball that the ...",http://ia.media-imdb.com/images/M/MV5BMTA4MjY3NTQ3MzleQTJeQWpwZ15BbWU3MDY2NjYxNjQ@._V1_SX300.jpg,1985-09-20,90,33525
Xan Cassavetes,Z Channel: A Magnificent Obsession,2004,0405496,7.6,1089,60384,"A documentary on the Z Channel, one of the first pay cable stations in the US, and its programming chief, Jerry Harvey. Debuting in 1974, the LA-based channel's eclectic slate of movies ...",http://ia.media-imdb.com/images/M/MV5BMTQzOTEwMTA2MF5BMl5BanBnXkFtZTcwMTExMDkyMQ@@._V1_SX300.jpg,2007-08-16,120,56224
Zach Helm,Mr. Magorium's Wonder Emporium,2007,0457419,6.2,34290,55999,"Molly Mahoney is the awkward and insecure manager of Mr. Magorium's Wonder Emporium, the strangest, most fantastic, most wonderful toy store in the world. But when Mr. Magorium, the 243 year-old eccentric who owns the store, bequeaths the store to her, a dark and ominous change begins to take over the once remarkable Emporium.",http://ia.media-imdb.com/images/M/MV5BMTI4MzY1OTY3NF5BMl5BanBnXkFtZTYwNzU1Nzc4._V1_SX300.jpg,2007-11-16,93,2284
George Ratliff,Salvation Boulevard,2011,1251743,5.3,3683,91688,Set in the world of mega-churches in which a former Deadhead-turned-born again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor.,http://ia.media-imdb.com/images/M/MV5BNjAxMDg5MDY3Ml5BMl5BanBnXkFtZTcwMzg1MTc4NQ@@._V1_SX300.jpg,2011-07-15,96,51995
John Gilling,The Plague of the Zombies,1966,0060841,6.7,3061,7882,Young workers are dying because of a mysterious epidemic in a little village in Cornwall. Doctor Thompson is helpless and asks professor James Forbes for help. The professor and his ...,http://ia.media-imdb.com/images/M/MV5BMTQyMDY0NTEwMl5BMl5BanBnXkFtZTcwOTMzMzgxMQ@@._V1_SX300.jpg,1966-01-12,90,29049
Peter R. Hunt,On Her Majesty's Secret Service,1969,0064757,6.8,58025,3633,James Bond woos a mob boss's daughter and goes undercover to uncover the true reason for Blofeld's allergy research in the Swiss Alps that involves beautiful women from around the world.,http://ia.media-imdb.com/images/M/MV5BMTc0NDYzMjgyNV5BMl5BanBnXkFtZTcwMjgyMzY0NA@@._V1_SX300.jpg,1969-12-18,142,668
Peter George,Surf Nazis Must Die,1987,0094077,3.4,4053,2164,"When the son of a gun-wielding woman is murdered by neo-Nazi surf punks in the post-apocalyptic future, his Mama hunts them down for some bloodthirsty revenge.",http://ia.media-imdb.com/images/M/MV5BMTUyOTEwNjAxMl5BMl5BanBnXkFtZTcwNDAwOTUxMQ@@._V1_SX300.jpg,1987-07-03,83,28070
François Truffaut,"400 Blows, The (Les quatre cents coups)",1959,0053198,8.2,67373,2731,"Moving story of a young boy who, left without attention, delves into a life of petty crime.",http://ia.media-imdb.com/images/M/MV5BMTQzNTMzOTA2Ml5BMl5BanBnXkFtZTgwNDQ2OTI3MjE@._V1_SX300.jpg,1959-11-16,99,147
François Truffaut,Bed & Board (Domicile conjugal),1970,0065651,7.7,5570,31963,"Some time after Baisers Volés, Antoine Doinel (Jean-Pierre Léaud) and Christine Darbon (Claude Jade) are married and Antoine works dying flowers, and Christine is pregnant and gives ...",http://ia.media-imdb.com/images/M/MV5BMTc4MzE4MzYxMV5BMl5BanBnXkFtZTYwMzUxMzk4._V1_SX300.jpg,1970-09-09,100,258
François Truffaut,Day for Night (La Nuit Américaine),1973,0070460,8.1,14014,6271,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",http://ia.media-imdb.com/images/M/MV5BMTYwNzU1NDgzN15BMl5BanBnXkFtZTYwMTc0NDc5._V1_SX300.jpg,1973-09-07,115,1675
François Truffaut,Fahrenheit 451,1966,0060390,7.3,32071,6305,"In an oppressive future, a fireman whose duty is to destroy all books begins to question his task.",http://ia.media-imdb.com/images/M/MV5BMjI3MzI3MjQ2OF5BMl5BanBnXkFtZTgwMTI4ODYxMTE@._V1_SX300.jpg,1966-11-14,112,1714
François Truffaut,Jules and Jim (Jules et Jim),1962,0055032,7.9,26499,2732,Decades of a love triangle concerning two friends and an impulsive woman.,http://ia.media-imdb.com/images/M/MV5BMTk4Nzg0MzQ2OV5BMl5BanBnXkFtZTgwNjIyNzk4MjE@._V1_SX300.jpg,1962-01-23,105,1628
François Truffaut,"Last Metro, The (Dernier métro, Le)",1980,0080610,7.5,8941,4840,"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.","http://ia.media-imdb.com/images/M/MV5BMjM2MzMzNjY0NF5BMl5BanBnXkFtZTgwNTk1OTk3MTE@._V1._CR28.1875,48.622161865234375,1471.1817932128906,1948.6362609863281_SY132_CR5,0,89,132_AL_.jpg_V1_SX300.jpg",1981-02-19,131,1716
François Truffaut,"Love on the Run (Amour en fuite, L')",1979,0078771,7.1,4247,39941,"Antoine Doinel is now more than thirty. He divorces from Christine. He is a proofreader, and is in love with Sabine, a record seller. Colette, his teenager love, is now a lawyer. She buys ...",http://ia.media-imdb.com/images/M/MV5BMTQzODM5NTA3Ml5BMl5BanBnXkFtZTcwNzY0NDYyMQ@@._V1_SX300.jpg,1979-04-06,94,259
François Truffaut,Shoot the Piano Player (Tirez sur le pianiste),1960,0054389,7.7,12453,7135,"Charlie Kohler is a piano player in a bar. The waitress Lena is in love with him. One of Charlie's brother, Chico, a crook, takes refuge in the bar because he is chased by two gangsters, ...",http://ia.media-imdb.com/images/M/MV5BMTU3MjUxNTM0NF5BMl5BanBnXkFtZTcwNTY4MTYzMQ@@._V1_SX300.jpg,1962-07-23,92,1818
François Truffaut,Stolen Kisses (Baisers volés),1968,0062695,7.8,8363,7136,"After being discharged from the army, Antoine Doinel centers a screwball comedy where he applies for different jobs and tries to make sense of his relationships with women.",http://ia.media-imdb.com/images/M/MV5BMTEzNTY3ODAwMzFeQTJeQWpwZ15BbWU4MDM5NDE5MzEx._V1_SX300.jpg,1969-02-01,90,255
François Truffaut,"Story of Adele H., The (Histoire d'Adèle H., L')",1975,0073114,7.4,5447,26346,Adèle Hugo's unrequited love for a lieutenant.,http://ia.media-imdb.com/images/M/MV5BNjQ5NjEyMjU1OF5BMl5BanBnXkFtZTcwNDQ2NzI5NA@@._V1_SX300.jpg,1975-10-08,96,1829
Terry Zwigoff,Art School Confidential,2006,0364955,6.3,14664,45440,"Starting from childhood attempts at illustration, the protagonist pursues his true obsession to art school. But as he learns how the art world really works, he finds that he must adapt his vision to the reality that confronts him.",http://ia.media-imdb.com/images/M/MV5BMjA2Nzg0NjQwM15BMl5BanBnXkFtZTcwODgxNDgzMQ@@._V1_SX300.jpg,2006-05-12,102,9786
Terry Zwigoff,Bad Santa,2003,0307987,7.1,105948,6957,"A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.",http://ia.media-imdb.com/images/M/MV5BMjA4Njg1MDcwN15BMl5BanBnXkFtZTYwMzAxNjM3._V1_SX300.jpg,2003-11-26,91,10147
Terry Zwigoff,Crumb,1994,0109508,8,13647,162,An intimate portrait of the controversial cartoonist and his traumatized family.,http://ia.media-imdb.com/images/M/MV5BMTc1MzcxODgwMl5BMl5BanBnXkFtZTcwMjU1NzE1Mw@@._V1_SX300.jpg,1995-04-28,119,26564
Terry Zwigoff,Ghost World,2001,0162346,7.4,93706,4641,"With only the plan of moving in together after high school, two unusually devious friends seek direction in life. As a mere gag, they respond to a man's newspaper ad for a date, only to find it will greatly complicate their lives.",http://ia.media-imdb.com/images/M/MV5BNjkyNTgyNzUxOF5BMl5BanBnXkFtZTYwNjQ5Mjg5._V1_SX300.jpg,2001-09-21,111,1548
Nathaniel Kahn,My Architect: A Son's Journey,2003,0373175,7.4,2672,6945,"Director Nathaniel Kahn searches to understand his father, noted architect Louis Kahn, who died bankrupt and alone in 1974.",http://ia.media-imdb.com/images/M/MV5BMTMzMDc1OTY3NV5BMl5BanBnXkFtZTcwMDM4NDEzMQ@@._V1_SX300.jpg,2003-11-12,116,50314
Gabor Csupo,Bridge to Terabithia,2007,0398808,7.2,106806,50601,A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,http://ia.media-imdb.com/images/M/MV5BMTMzOTk1MzIyN15BMl5BanBnXkFtZTcwNTM3MjczMQ@@._V1_SX300.jpg,2007-02-16,96,1265
Erick Zonca,"Dreamlife of Angels, The (Vie rêvée des anges, La)",1998,0120449,7.5,6561,2575,"In Lille, two penniless young women with few prospects become friends. Isa moves in with Marie, who's flat-sitting for a mother and child in hospital in comas following a car crash. Isa is ...",http://ia.media-imdb.com/images/M/MV5BNjQ3Njc2MTE2OV5BMl5BanBnXkFtZTYwNDAzMTk5._V1_SX300.jpg,1998-09-16,113,9840
Ngai Choi Lam,Riki-Oh: The Story of Ricky (Lik Wong),1991,0102293,7.1,9590,26736,A young man with superhuman strength is incarcerated at a prison run by corrupt officials and seeks to use his martial arts to clean up the system.,http://ia.media-imdb.com/images/M/MV5BMTI3MzAxOTUyM15BMl5BanBnXkFtZTcwNzYxNDMyMQ@@._V1_SX300.jpg,1991-10-05,91,17467
Marleen Gorris,Antonia's Line (Antonia),1995,0112379,7.5,6659,82,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",http://ia.media-imdb.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@._V1_SX300.jpg,1996-02-02,102,880
